card_id,batting_ratings_vsr_babip,batting_ratings_vsr_gap,batting_ratings_vsr_power,batting_ratings_vsr_eye,batting_ratings_vsr_strikeouts,card_title,running_ratings_speed,batting_ratings_misc_gb_hitter_type_0,batting_ratings_misc_gb_hitter_type_1,batting_ratings_misc_gb_hitter_type_2,batting_ratings_misc_gb_hitter_type_3,batting_ratings_misc_fb_hitter_type_0,batting_ratings_misc_fb_hitter_type_1,batting_ratings_misc_fb_hitter_type_2,bats_1,bats_2,bats_3,bb_vsr,k_vsr,hr_vsr,s_vsr,d_vsr,t_vsr,bb,k,hr,tto,s,d,t,avg,obp,slg,woba
19869,83.15320990480114,96.19475237626142,48.66548925569798,68.6418391876109,77.21321020716411,Unsung Heroes 2B Joe Ward PHI 1909,178,0,0,0,0,0,0,0,1,0,0,0.047104803669037486,0.2978415139169508,0.010999227364228963,0.22616714329530685,0.06413794703086306,0.009711305478555744,28.0,179.0,7.0,214.0,87.0,25.0,4.0,0.21503496503496503,0.25166666666666665,0.3094405594405594,0.2575766666666667
19878,120.44731631327323,112.07890432688119,87.12656463573778,68.6418391876109,86.48783961083055,Unsung Heroes RF George Vukovich PHI 1982,89,0,0,0,0,0,0,0,0,1,0,0.055927648041280746,0.2891604871524572,0.018162755469192843,0.25757812548799314,0.07399587738581487,0.005139028268474382,34.0,173.0,11.0,218.0,98.0,28.0,2.0,0.24558303886925795,0.28833333333333333,0.36042402826855124,0.2969933333333333
19880,62.7016031646713,83.48743081576559,121.40708834403412,130.41815037117462,52.17171081726477,Unsung Heroes 1B Joe Vitiello KC 1996,13,0,0,0,0,0,0,0,1,0,0,0.09795619990898126,0.3465861961865111,0.02858815445429469,0.19670062741827046,0.0646535247742227,0.0011971164074901586,59.0,208.0,17.0,284.0,62.0,20.0,0.0,0.18299445471349354,0.2633333333333333,0.3142329020332717,0.27024000000000004
19882,45.85910349632906,27.89289898859637,114.7182056692446,57.40978260878113,95.76246901449697,Unsung Heroes 1B Jesus Vega MIN 1982,122,0,0,0,0,0,0,0,1,0,0,0.04137871342758212,0.25260113403107953,0.027945257454672225,0.20162864263019475,0.030752826757918458,0.004238263651313578,25.0,152.0,17.0,194.0,82.0,12.0,2.0,0.19652173913043477,0.23,0.3130434782608696,0.2484233333333333
19891,61.498567474075415,31.06972937872031,80.43768196094825,119.18609379234486,73.50335844569754,Unsung Heroes SS Jose Valdivielso WSA 1956,43,0,0,0,0,0,0,0,1,0,0,0.08561115375193588,0.29557246838804274,0.015979288820714425,0.2151696048866511,0.04360470725524174,0.0017585669524285486,51.0,177.0,10.0,238.0,78.0,16.0,1.0,0.1912568306010929,0.26,0.2786885245901639,0.2539516666666667
19893,56.68642471169193,93.01792198613745,60.37103393657966,95.59877497680235,90.19769137229711,Unsung Heroes RF Jim Tyack PHA 1943,51,0,0,0,0,0,0,0,0,1,0,0.06837552369586303,0.27357649855113,0.012824927191279405,0.18782112179970045,0.06201558774559128,0.003438727560206159,41.0,164.0,8.0,213.0,73.0,24.0,1.0,0.18962432915921287,0.245,0.27906976744186046,0.24470166666666665
19896,71.1228529988424,-3.875404912643191,82.10990262964563,130.41815037117462,59.59141434019791,Unsung Heroes 2B Frank Truesdale SLA 1910,178,0,0,0,0,0,0,0,0,0,1,0.1017180862825194,0.3418820507312724,0.01699252660533273,0.2360820805921078,0.023902293864159596,0.00444546307727069,61.0,205.0,10.0,276.0,76.0,8.0,1.0,0.17625231910946196,0.26,0.2504638218923933,0.2452716666666667
19899,65.10767454586303,64.42644847502186,35.28772390611891,32.69925813535565,129.1511348676961,Unsung Heroes 3B Gil Torres WSA 1944,89,0,0,0,0,0,0,0,1,0,0,0.025505064791742138,0.19916383274949528,0.00837656550870361,0.21887220786753792,0.05089885672185805,0.004006591951580747,15.0,119.0,5.0,139.0,101.0,23.0,2.0,0.22393162393162394,0.24333333333333335,0.29572649572649573,0.24636333333333335
19902,48.265174877520806,18.362407818224497,121.40708834403412,52.91695997724923,80.92306196863069,Unsung Heroes 2B Cotton Tierney BSN 1924,110,0,0,0,0,0,0,0,1,0,0,0.038815449681505305,0.2921635651871002,0.03061316163743586,0.20616165134488457,0.029693427545500212,0.003623849200496232,23.0,175.0,18.0,216.0,79.0,11.0,1.0,0.18890814558058924,0.22,0.3050259965337955,0.24009166666666668
19904,37.43785366215794,105.72524354663328,133.1126330249158,41.68490339841946,63.301266101664474,Unsung Heroes 1B Scott Thorman ATL 2007,31,0,0,0,0,0,0,0,0,1,0,0.03858761030952236,0.356073890319673,0.037493204559337634,0.15775793836947571,0.07263174703921825,0.0021753079349838248,23.0,214.0,22.0,259.0,54.0,25.0,1.0,0.17677642980935876,0.20833333333333334,0.3379549393414211,0.24694166666666664
19907,41.04696073394557,12.00874703797659,121.40708834403412,128.17173905540866,127.29620898696281,Unsung Heroes 1B Tommy Thompson BSN 1936,37,0,0,0,0,0,0,0,0,1,0,0.10261087532308576,0.20142876305092933,0.028652130698344942,0.19564505555731024,0.021739765949775603,0.0008705954042351423,62.0,121.0,17.0,200.0,78.0,9.0,0.0,0.19330855018587362,0.27666666666666667,0.3048327137546468,0.2742
19911,89.16838835778051,86.66426120588955,80.43768196094825,91.10595234527044,35.47737789066521,Unsung Heroes CF Luis Terrero ARI 2004,126,0,0,0,0,0,0,0,1,0,0,0.06145131214651551,0.3991629867950376,0.01669413186546486,0.2308335979860092,0.06733334086144316,0.0076962289908105485,37.0,239.0,10.0,286.0,72.0,21.0,2.0,0.18650088809946713,0.23666666666666666,0.2841918294849023,0.24184333333333333
19918,56.68642471169193,40.600220549092185,83.78212329834301,79.87389576644067,97.61739489523025,Unsung Heroes RF Oscar Taveras STL 2014,13,0,0,0,0,0,0,0,0,1,0,0.0596634800738634,0.25930083450290053,0.017100098756154227,0.20511809242890466,0.04274481245831755,0.0009880521165437054,36.0,156.0,10.0,202.0,82.0,17.0,0.0,0.19326241134751773,0.24166666666666667,0.2765957446808511,0.24162999999999996
19921,72.32588868943827,27.89289898859637,80.43768196094825,114.69327116081296,57.736488459464624,Unsung Heroes CF Willie Tasby CLE 1962,23,0,0,0,0,0,0,0,1,0,0,0.08145581276124393,0.3379773600068081,0.015775062545604235,0.22820421652198575,0.04713573911975993,0.0011194532250492547,49.0,203.0,9.0,261.0,77.0,16.0,0.0,0.1851179673321234,0.25166666666666665,0.2631578947368421,0.24365
19936,110.82303078850624,-7.052235302767144,83.78212329834301,64.149016556079,67.01111786313105,Unsung Heroes LF Jeff Stone PHI 1985,178,0,0,0,0,0,0,0,0,1,0,0.05040857343593732,0.33847762728733216,0.01687657666153346,0.2896987268901571,0.02545706937442057,0.0051982900326306486,30.0,203.0,10.0,243.0,103.0,9.0,2.0,0.21754385964912282,0.25666666666666665,0.2929824561403509,0.25466333333333335
19945,21.79838968441159,31.06972937872031,33.615503237421535,132.66456168694057,149.55531955576222,Unsung Heroes 2B Marv Staehle MON 1970,39,0,0,0,0,0,0,0,0,1,0,0.09952329608216277,0.15870642814238817,0.006994256360600199,0.16803790685786066,0.02955426004398533,0.0018945803003407378,60.0,95.0,4.0,159.0,74.0,13.0,1.0,0.17037037037037037,0.25333333333333335,0.22037037037037038,0.23031166666666664
19947,39.84392504334969,50.13071171946405,133.1126330249158,100.09159760833425,57.736488459464624,Unsung Heroes SS Harry Spratt BSN 1911,130,0,0,0,0,0,0,0,0,1,0,0.07408180127880537,0.35131541312874437,0.034717647749519145,0.17715215014864466,0.03742088124692111,0.005863322469251419,44.0,211.0,21.0,276.0,57.0,12.0,2.0,0.16546762589928057,0.22666666666666666,0.30755395683453235,0.2472233333333333
19959,66.3107102364589,64.42644847502186,105.52099199140899,86.61312971373853,50.316784936531484,Unsung Heroes LF Mark Smith FLO 2000,33,0,0,0,0,0,0,0,1,0,0,0.059392755724431,0.3638425422002951,0.02356634140099151,0.209149791354444,0.058613798885714066,0.0017637516182274194,36.0,218.0,14.0,268.0,69.0,19.0,1.0,0.18262411347517732,0.23166666666666666,0.29432624113475175,0.24334166666666665
19960,41.04696073394557,93.01792198613745,116.39042633794197,77.62748445067471,59.59141434019791,Unsung Heroes 2B Jason Smith DET 2004,116,0,0,0,0,0,0,0,0,1,0,0.0585713024582976,0.3537600561500882,0.029403815817427653,0.16597980377134575,0.055570151900859066,0.007746198932291532,35.0,212.0,18.0,265.0,56.0,19.0,3.0,0.16991150442477876,0.21833333333333332,0.30973451327433627,0.242265
19973,77.13803145182177,46.9538813293401,50.337709924395355,91.10595234527044,97.61739489523025,Unsung Heroes 2B Bob Sheldon MLA 1975,37,0,0,0,0,0,0,0,0,1,0,0.0656893819107498,0.25666043557249274,0.010231771650016945,0.2292022575020406,0.048515666610898484,0.0023930787877688643,39.0,154.0,6.0,199.0,92.0,19.0,1.0,0.2103386809269162,0.26166666666666666,0.2798573975044563,0.2532216666666667
19981,31.42267520917858,86.66426120588955,118.06264700663937,100.09159760833425,68.86604374386434,Unsung Heroes 3B Bill Selby CLE 2002,9,0,0,0,0,0,0,0,0,1,0,0.07100774347360499,0.32626279306758266,0.029230659736951083,0.15447343937179697,0.05744399349766132,0.0012482144015506559,43.0,196.0,18.0,257.0,53.0,20.0,0.0,0.16337522441651706,0.22333333333333333,0.296229802513465,0.24104
19982,55.483389021096045,50.13071171946405,119.73486767533674,75.38107313490876,50.316784936531484,Unsung Heroes 1B Fernando Seguignol MON 2000,13,0,0,0,0,0,0,0,0,0,1,0.05531439760098684,0.3842887858135834,0.030656538107847034,0.19760564129277905,0.05163105001607904,0.0008072760664398544,33.0,231.0,18.0,282.0,63.0,16.0,0.0,0.1710758377425044,0.21666666666666667,0.2945326278659612,0.23568000000000003
19986,57.8894604022878,50.13071171946405,83.78212329834301,110.20044852928105,57.736488459464624,Unsung Heroes C Donnie Scott TEX 1984,21,0,0,0,0,0,0,0,0,0,1,0.07872035871158575,0.3563015050821512,0.0175231557707089,0.2005464243806961,0.052695319991809736,0.001462780144318552,47.0,214.0,11.0,272.0,66.0,17.0,0.0,0.16998191681735986,0.235,0.2603978300180832,0.23385
19987,56.68642471169193,56.48437249971197,43.64882724960582,86.61312971373853,110.60187606036325,Unsung Heroes 2B Ham Schulte PHI 1940,29,0,0,0,0,0,0,0,1,0,0,0.05734637939161863,0.2316799362064753,0.009242527701720566,0.206025601319712,0.05178654851230129,0.0017549234593023939,34.0,139.0,6.0,179.0,87.0,22.0,1.0,0.2049469964664311,0.25,0.2791519434628975,0.24619166666666673
19995,89.16838835778051,43.777050939216146,50.337709924395355,116.9396824765789,73.50335844569754,Unsung Heroes CF Jordan Schafer ATL 2011,184,0,0,0,0,0,0,0,0,1,0,0.08940390520702375,0.3075259707353525,0.010323077373170375,0.24406425421441658,0.041947990518626306,0.007557791766700899,54.0,185.0,6.0,245.0,87.0,15.0,3.0,0.2032967032967033,0.275,0.27472527472527475,0.26022500000000004
19998,75.9349957612259,105.72524354663328,38.632165243513676,61.90260524031304,97.61739489523025,Unsung Heroes 3B Celerino Sanchez NYY 1972,31,0,0,0,0,0,0,0,1,0,0,0.043731326047675836,0.2514333287578554,0.008702775015930635,0.21439581437190808,0.07754252955743855,0.002759179428718479,26.0,151.0,5.0,182.0,90.0,32.0,1.0,0.2229965156794425,0.25666666666666665,0.3083623693379791,0.2595516666666667
19999,101.19874526373926,86.66426120588955,38.632165243513676,55.16337129301518,80.92306196863069,Unsung Heroes SS Angel Sanchez HOU 2010,25,0,0,0,0,0,0,0,1,0,0,0.04026140991733923,0.29659330041994647,0.00829779435714683,0.24862592316163082,0.0734638478223831,0.0024570093885944427,24.0,178.0,5.0,207.0,98.0,29.0,1.0,0.2309027777777778,0.26166666666666666,0.3107638888888889,0.2628416666666667
20001,39.84392504334969,83.48743081576559,100.50432998531684,61.90260524031304,82.77798784936397,Unsung Heroes SS Ron Samford WSA 1959,15,0,0,0,0,0,0,0,1,0,0,0.04440688907257717,0.287858670872722,0.02283641515296983,0.1735194024538298,0.060016428138025865,0.0011303711375036142,27.0,173.0,14.0,214.0,67.0,23.0,0.0,0.18150087260034903,0.21833333333333332,0.2949389179755672,0.23554999999999998
20015,60.29553178347955,59.66120288983593,83.78212329834301,84.36671839797258,68.86604374386434,Unsung Heroes CF Shane Robinson STL 2012,69,0,0,0,0,0,0,0,1,0,0,0.056962289875580115,0.31652585765973207,0.017346043398892157,0.20566395041214802,0.05302405114398019,0.0030753148137460744,34.0,190.0,10.0,234.0,75.0,19.0,1.0,0.1855123674911661,0.23166666666666666,0.2756183745583039,0.2357016666666667
20016,33.82874659037033,31.06972937872031,88.79878530443516,128.17173905540866,99.47232077596354,Unsung Heroes 2B Rabbit Robinson WSA 1903,172,0,0,0,0,0,0,0,1,0,0,0.09480111434339984,0.22243791720581424,0.01838940571613862,0.18406863535325355,0.027637831699196293,0.0055081882262533665,57.0,133.0,11.0,201.0,73.0,11.0,2.0,0.17863720073664824,0.25666666666666665,0.26703499079189685,0.24888333333333332
20017,75.9349957612259,59.66120288983593,48.66548925569798,107.9540372135151,68.86604374386434,Unsung Heroes LF Derrick Robinson CIN 2013,116,0,0,0,0,0,0,0,0,0,1,0.07638749007898486,0.3270352235812598,0.010805978345622379,0.22315126577316977,0.053606530067984395,0.005898972865742521,46.0,196.0,6.0,248.0,79.0,19.0,2.0,0.19133574007220217,0.25333333333333335,0.26534296028880866,0.24444333333333337
20018,56.68642471169193,73.95693964539372,57.02659259918489,141.6502069500044,67.01111786313105,Unsung Heroes 1B Billy Jo Robidoux MLA 1986,11,0,0,0,0,0,0,0,0,1,0,0.10936377922141215,0.3213263440199981,0.011308910799796961,0.18936958430561668,0.060086724851652513,0.0019107532333087003,66.0,193.0,7.0,266.0,63.0,20.0,1.0,0.1704119850187266,0.26166666666666666,0.250936329588015,0.2467816666666667
20021,66.3107102364589,83.48743081576559,35.28772390611891,107.9540372135151,97.61739489523025,Unsung Heroes 2B Curt Roberts PIT 1954,47,0,0,0,0,0,0,0,1,0,0,0.07162580514380143,0.2380445332209033,0.007527081027955873,0.20785136244427055,0.0638020117906972,0.0030332952201131106,43.0,143.0,5.0,191.0,85.0,26.0,1.0,0.21005385996409337,0.26666666666666666,0.2872531418312388,0.25899166666666673
20024,33.82874659037033,59.66120288983593,116.39042633794197,93.35236366103639,61.44634022093119,Unsung Heroes C Shawn Riggans TB 2008,7,0,0,0,0,0,0,0,1,0,0,0.06281609869080476,0.3334922669879533,0.027735923527883025,0.16995008703249095,0.052003314325426035,0.0004369044487915505,38.0,200.0,17.0,255.0,59.0,18.0,0.0,0.16725978647686832,0.22,0.2900355871886121,0.23628
20032,51.87428194930843,37.42339015896823,78.76546129225086,97.8451862925683,84.63291373009726,Unsung Heroes 3B Rudy Regalado CLE 1954,29,0,0,0,0,0,0,0,1,0,0,0.06457354412316976,0.27337701466551295,0.01598189902620363,0.20267665991122627,0.04459639397018482,0.0012393957241174911,39.0,164.0,10.0,213.0,78.0,17.0,0.0,0.18716577540106952,0.24,0.2709447415329768,0.23908000000000001
20033,59.09249609288367,73.95693964539372,57.02659259918489,102.33800892410021,68.86604374386434,Unsung Heroes 1B Rob Refsnyder NYY 2016,102,0,0,0,0,0,0,0,1,0,0,0.06695351624340919,0.31139600306148774,0.01205897932134684,0.19960532419520777,0.05768193223995678,0.006291154334101123,40.0,187.0,7.0,234.0,73.0,21.0,2.0,0.18392857142857144,0.23833333333333334,0.26607142857142857,0.23611333333333334
20038,49.46821056811668,59.66120288983593,53.682151261790125,105.70762589774914,108.74695017962996,Unsung Heroes 3B Goldie Rapp NYG 1921,144,0,0,0,0,0,0,0,0,0,1,0.0739338795340904,0.24151789448637556,0.012301397659698562,0.1940535220291669,0.04310137843833174,0.006255464520433952,44.0,145.0,7.0,196.0,78.0,17.0,3.0,0.18884892086330934,0.24833333333333332,0.26798561151079137,0.24254500000000004
20039,53.0773176399043,86.66426120588955,36.9599445748163,116.9396824765789,108.74695017962996,Unsung Heroes LF Newt Randall BSN 1907,130,0,0,0,0,0,0,0,1,0,0,0.08054449939167782,0.22926368097877853,0.008270904492400977,0.1919714898010785,0.056214064678411474,0.007244258745272435,48.0,138.0,5.0,191.0,79.0,23.0,3.0,0.19927536231884058,0.2633333333333333,0.27898550724637683,0.25475500000000006
20048,54.280353330500176,112.07890432688119,63.71547527397443,130.41815037117462,131.00606074842938,Unsung Heroes RF Hosken Powell MIN 1978,85,0,0,0,0,0,0,0,0,1,0,0.10060522709588164,0.19216594769018813,0.013576716126079575,0.1819784597562748,0.06802358665319046,0.004737942094440742,60.0,115.0,8.0,183.0,76.0,28.0,2.0,0.2111111111111111,0.29,0.3148148148148148,0.2834433333333333
20050,55.483389021096045,86.66426120588955,80.43768196094825,100.09159760833425,65.15619198239776,Unsung Heroes RF Jay Porter DET 1957,7,0,0,0,0,0,0,0,1,0,0,0.06501673057443819,0.32326648277236014,0.01655099681910627,0.18922010131463574,0.06692570879897408,0.0012983391358967597,39.0,194.0,10.0,243.0,68.0,24.0,0.0,0.18181818181818182,0.235,0.27807486631016043,0.23911000000000002
20052,51.87428194930843,64.42644847502186,60.37103393657966,110.20044852928105,112.45680194109653,Unsung Heroes C Biff Pocoroba ATL 1975,9,0,0,0,0,0,0,0,0,0,1,0.07782582161409428,0.23506221438722802,0.0131138853140303,0.1939225540387951,0.053050818306440393,0.0011702931837233306,47.0,141.0,8.0,196.0,78.0,21.0,0.0,0.19349005424954793,0.25666666666666665,0.27486437613019893,0.25014000000000003
20056,67.51374592705479,21.53923820834845,35.28772390611891,102.33800892410021,118.02157958329639,Unsung Heroes 2B Jake Pitler PIT 1917,114,0,0,0,0,0,0,0,1,0,0,0.06839206202792641,0.20970453311097098,0.007345235073873175,0.23225682564123656,0.03428481141256128,0.0038343586688816484,41.0,126.0,4.0,171.0,100.0,15.0,2.0,0.21645796064400716,0.27,0.27191413237924866,0.2546433333333333
20069,80.7471385236094,162.90819056886448,72.07657861746134,52.91695997724923,131.00606074842938,Unsung Heroes 1B Broderick Perkins SD 1981,33,0,0,0,0,0,0,0,0,1,0,0.04615718840160147,0.20246105650692897,0.016027980741998293,0.20137539777964122,0.09152210812198486,0.003601589673557678,28.0,121.0,10.0,159.0,89.0,40.0,2.0,0.2465034965034965,0.2816666666666667,0.3758741258741259,0.2987533333333333
20076,48.265174877520806,96.19475237626142,58.69881326788227,88.85954102950448,86.48783961083055,Unsung Heroes CF Homer Peel PHI 1929,21,0,0,0,0,0,0,0,1,0,0,0.059171224173080635,0.27189133266124216,0.01256614864612582,0.1799701745758206,0.06766689329695921,0.002004850891011554,36.0,163.0,8.0,207.0,71.0,27.0,1.0,0.18971631205673758,0.23833333333333334,0.28368794326241137,0.2422616666666667
20077,67.51374592705479,67.60327886514581,68.73213728006657,100.09159760833425,55.88156257873134,Unsung Heroes C Josh Paul TB 2006,45,0,0,0,0,0,0,0,1,0,0,0.06546145797825408,0.34659429447039025,0.014042523160891527,0.2102050439976394,0.06094853694526106,0.0025997587627710973,39.0,208.0,8.0,255.0,73.0,21.0,1.0,0.1836007130124777,0.23666666666666666,0.26737967914438504,0.23575166666666666
20080,50.67124625871256,93.01792198613745,114.7182056692446,34.9456694511216,61.44634022093119,Unsung Heroes SS Frank Parkinson PHI 1921,41,0,0,0,0,0,0,0,1,0,0,0.029127999064354523,0.3492486341257084,0.02949418732758529,0.18326376687229498,0.06515103695532487,0.002203869800292888,17.0,210.0,18.0,245.0,65.0,23.0,1.0,0.1835334476843911,0.20666666666666667,0.3190394511149228,0.2378116666666667
20083,38.64088935275382,77.13377003551768,118.06264700663937,68.6418391876109,68.86604374386434,Unsung Heroes 2B Red Owens BRO 1905,142,0,0,0,0,0,0,0,1,0,0,0.04801107247985533,0.31780580955405424,0.029503048469477135,0.17393192891029713,0.049549387022209956,0.0072939724508222885,29.0,191.0,18.0,238.0,63.0,18.0,3.0,0.1786339754816112,0.21833333333333332,0.31523642732049034,0.24364500000000003
20087,68.71678161765067,93.01792198613745,73.74879928615871,102.33800892410021,101.32724665669681,Unsung Heroes 3B Jimmy Outlaw DET 1946,85,0,0,0,0,0,0,0,1,0,0,0.06940527617472664,0.24507471595097713,0.015514160876860182,0.20862997591559246,0.06206423129753576,0.004153505288222318,42.0,147.0,9.0,198.0,84.0,25.0,2.0,0.21505376344086022,0.27,0.3154121863799283,0.27130333333333334
20093,30.21963951858271,67.60327886514581,33.615503237421535,73.1346618191428,164.39472660162852,Unsung Heroes CF Tom Oliver BOS 1932,41,0,0,0,0,0,0,0,1,0,0,0.04882215252806552,0.12370371071760833,0.007906123620750275,0.17510961351555768,0.045960803955263405,0.002034335442299747,29.0,74.0,5.0,108.0,86.0,23.0,1.0,0.20140105078809106,0.24,0.2714535901926445,0.2372916666666667
20101,85.5592812859929,89.8410915960135,48.66548925569798,77.62748445067471,73.50335844569754,Unsung Heroes 2B Johnny O'Brien PIT 1953,17,0,0,0,0,0,0,0,1,0,0,0.053315331614297266,0.3090953811798747,0.010208604403323385,0.22837184574133917,0.07298826884634993,0.0021028172178741123,32.0,185.0,6.0,223.0,86.0,28.0,1.0,0.2130281690140845,0.255,0.2975352112676056,0.2554216666666667
20104,45.85910349632906,27.89289898859637,97.15988864792207,134.91097300270653,59.59141434019791,Unsung Heroes RF Abraham Nunez KC 2004,51,0,0,0,0,0,0,0,0,0,1,0.10362713814053422,0.34327399983574713,0.01999768427863146,0.19196360415696814,0.03944628836563225,0.0020309810482835463,62.0,206.0,12.0,280.0,61.0,13.0,1.0,0.16171003717472118,0.24833333333333332,0.25650557620817843,0.24168166666666668
20111,66.3107102364589,140.6703778379968,48.66548925569798,82.12030708220662,70.72096962459761,Unsung Heroes 1B Al Niehaus CIN 1925,65,0,0,0,0,0,0,0,1,0,0,0.05557673100307781,0.31351595050893855,0.010961203481513032,0.1880069969493372,0.09007865374104566,0.004526491323770027,33.0,188.0,7.0,228.0,70.0,34.0,2.0,0.19929453262786595,0.24333333333333335,0.30335097001763667,0.2516633333333333
20120,59.09249609288367,105.72524354663328,60.37103393657966,100.09159760833425,75.35828432643083,Unsung Heroes 1B Efren Navarro LAA 2014,87,0,0,0,0,0,0,0,0,1,0,0.06953742527461715,0.3094977818084022,0.01296319527224789,0.1856503871969948,0.07250231648245446,0.005020493562683016,42.0,186.0,8.0,236.0,68.0,26.0,2.0,0.1863799283154122,0.24333333333333335,0.2831541218637993,0.24540333333333336
20125,50.67124625871256,70.78010925526976,113.04598500054722,77.62748445067471,41.04215553286506,Unsung Heroes 1B Rich Murray SF 1980,67,0,0,0,0,0,0,0,1,0,0,0.0535365182570556,0.3890133807552133,0.02701620564645031,0.18710003807502146,0.057315538616387496,0.0029696819741790686,32.0,233.0,16.0,281.0,60.0,18.0,1.0,0.16725352112676056,0.21166666666666667,0.2869718309859155,0.22984166666666667
